source_type,source_id,parent_id,source_guid,Name,SEName,Description,Summary,SETitle,SEDescription,SEKeywords,DisplayOrder,Published
category,261,1,A1EFEAE6-8C18-4867-B1FF-9BB8887F17D8,Sports Crystals Trophies,sports-crystals-trophies,,,Sports Crystal Trophies,"Affordable Sport Crystal Trophies for baseball, basketball, football, golf, and more.  Free shipping & personalization.  Rush service.","Sport Crystals Trophies, Crystal Sports Trophies",1,1
category,262,180,22608B05-2FE5-438C-B1C1-58E1F1FF319C,Mascot Bobblehead Trophies,mascot-bobblehead-trophies,,,Mascot Bobblehead Trophies,"Mascot Bobbleheads Trophies for all schools including Bulldogs, Tigers, Bears, and much more.  Free shipping & personalization.",Mascot Bobblehead Trophies ,1,1
category,263,2,95E5525C-1C33-4B53-82FD-EB3817F2BE6B,Star Blast Medals,star-blast-medals,"<span style=""font-size: 18px; color: #ff0000;""><strong>STAR BLAST MEDALS ARE BEING CLOSED OUT SO QUANTITIES ARE LIMITED<br />
</strong></span><br />
Please take a look at our&nbsp;<a href=""https://www.trophypartner.com/c-400-wreath-medals.aspx"" title=""Wreath Medal Series"">wreath medal series</a>&nbsp;for alternatives.",,Star Blast Medals,"2"" Star Blast Medals for Wrestling, Soccer, Tennis, Baseball, Basketball, and more sports.  These value priced medals include free personalization.",Star Blast Medals,1,1
category,265,5,6FB34C27-562A-461D-9A4F-D97787B62805,Plaques,plaques,"<iframe width=""560"" height=""315"" frameborder=""0"" src=""//www.youtube.com/embed/RTP02NVtaok?rel=0""></iframe><br />
<br />
TrophyPartner.com carries award plaques in an assortment of sizes,
shapes, colors and artistic designs. Materials include cherry, rosewood, bamboo, oak,
walnut, glass, resin and acrylic.  Honor someone special with a
stunning engraved wall plaque, the perfect acknowledgment of
appreciation and corporate recognition.  We will make you, your boss,
and your company proud!
<br />
<br />
Can't find what you are looking for, let us custom design a plaque
around your logo or concept for a unique one of a kind award that will
be treasured for years to come.&nbsp; <br />
<br />
Using the latest technology, we masterfully craft your plaque
with your choice of engraving, imprinting, or sublimation. We include 60 free characters of text in
the price of your award plaque. Your corporate logo and meaningful
message are artfully designed by our professional staff.  We can
guide you in choosing a plaque that is not only suitable, but also
powerful and memorable - all within your budget.
<br />
<br />
Reward excellence with quality engraved wall plaques from
TrophyPartner.com!",<br />,Award Plaques | Custom Corporate Logo Plaques |  TrophyPartner.com,"Award Plaques for Corporations and Businesses. TrophyPartner.com designs and makes custom Corporate Logo Plaques , star plaques, perpetual plaques, and more.  Available in a acrylic, wood, crystal, and marble.","Award Plaques, Corporate Plaques, Logo Plaques, Perpetual Plaques, Star Plaques",1,1
category,266,3,98CA7D27-7DEB-4954-AE82-22296472216E,Corporate Plaques,corporate-plaques,,,Corporate Plaques,Corporate Plaques for all businesses and organizations.  Recognition plaques are great awards to recognize a significant corporate achievement. ,"Corporate Plaques, Business Plaques, Recognition Plaques",1,1
category,267,5,4AB4482B-CC5F-4FE0-80A4-3F20180CB6BA,Crystal Sports Awards,crystal-sports-awards,,,Crystal Awards,,"Crystal Awards, Crystal Trophies",1,0
category,272,1,08117142-6BA4-489E-A6DE-C80C82B0763B,Gallery Resin Trophies,gallery-resin-trophies,,,Gallery Resin Trophies ,Gallery Resin Trophies represent the finest in award recognition.  Each Gallery Trophy is large and made of resin.  Includes free persoanlization.,Gallery Resin Trophies,1,1
category,274,1,82F45CF2-9B00-4025-9215-DC34211D29F9,Teamwork/Sportsmanship Awards,teamworksportsmanship-awards,,,Teamwork Awards | Sportsmanship Trophies,Teamwork Awards and Sportsmanship Trophies for teams and corporations.  Free personalization included.,"Teamwork Awards, Sportsmanship Awards, Sportsmanship Trophies",1,1
category,275,1,6FC7ADE1-67DD-4F03-92EF-0F50B6510670,Flame Series Resin Trophies,flame-series-resin-trophies,,,Flame Series Resin Trophies,,Flame Trophies,1,0
category,280,1,836E24CB-3C25-4861-B8C7-6D203B0857DB,Universal Series Trophies,universal-series-trophies,,,Universal Series Trophies,These Universal Trophies work when you don't know what award to give.  Free shipping & personalization.  Rush service.,Universal Series Trophies,1,1
category,281,5,C85160D8-707B-46D8-B369-14508EA8FCCE,Universal Trophies,universal-trophies,,,Universal Trophies,"Universal Trophies work when you don't know what award to give: flying pig, light bulb, rocket, and many more.  Free shipping & personalization.  Rush service.  Easy to order.",Universal Trophies,1,1
category,285,3,91FF6702-CCCE-40D7-9A51-23A2A7AFDEDA,Perpetual Plaques,perpetual-plaques,,,Perpetual Plaques,Perpetual Plaques with 12 plates.  Available in walnut and rosewood finishes.,Perpetual Plaques,1,1
category,287,1,FB466874-E096-4DC3-8F9D-A9A068885096,Mug Trophies,mug-trophies,,,Mug Trophies | Sports Mug Trophies,,Sports Mug Trophies,1,1
category,288,3,24DCF41C-9B8C-4AB3-B595-19422B2476B1,Blowout Plaques,blowout-plaques,,,Blowout Plaques,Blowout Plaques feature an innovaticve design with a spring loaded sport piece that are full color and provide action to the award.  Free personalization included.,Blowout Plaques,1,0
category,289,1,7BD1F93B-B7B1-4CE6-BA3C-47047FE7FBD0,Billboard Trophies,billboard-trophies,,,Billboard Trophies ,Billboard Trophies are action oriented trophies available in 2 sizes across multiple sports.  Billboard Trophies are made of resin.,Billboard Trophies,1,1
category,291,1,C28A2773-3EC7-4B92-BA09-64B5CDEC3B26,3D Oval Plate Trophies,3d-oval-plate-trophies,,,3d Oval Plate Trophies ,3D Oval Plate Trophies feature colorful high relief action designs across many sports.  Each trophy is made of resin and can be hi=ung on the wall or sit on a bookshelf with included stand.,"3d Oval Plate Trophies, 3D Trophies",1,0
category,292,2,D2E968E3-8B51-46A8-A597-8391C7E9DC59,Value Medals,value-medals,"<span style=""font-size: 18px; color: #ff0000;""><strong>VALUE MEDALS ARE BEING CLOSED OUT SO QUANTITIES ARE LIMITED<br />
</strong></span><br />
Please take a look at our&nbsp;<a href=""https://www.trophypartner.com/c-400-wreath-medals.aspx"" title=""Wreath Medal Series"">wreath medal series</a>&nbsp;for alternatives.",,Value Medals,"Value Medals combine function and great value in one.  Each award medal measures 2"" in diameter and includes free personalization.  ","Value Medals, Medallions, Award Medals",1,1
category,293,1,E6D4D1E4-11BB-4E7B-ADAE-85F00D2C67AB,XPlosion Oval Trophies,xplosion-oval-trophies,,,XPlosion Oval Trophies ,XPlosion Oval Trophies feature dramatic 3D deisgns that bring these trophies to life.,"XPlosion Oval Trophies, Oval Trophies, Explosion Trophies, Xplosion Trophies",1,0
category,294,3,57F09786-580D-46A2-B050-C3512B3719E5,Xplosion Oval Trophies,xplosion-oval-trophies,,,Xplosion Trophies,XPlosion Trophies feature motion oriented 3D deisgns that bring action to life.,"XPlosion Trophies, Explosion Trophies",1,0
category,297,2,CD1FF468-5224-4BEC-8B91-28E08EADD06C,3-D Medals,3-d-medals,,,3D Medals,3D Medals feature medals with colorful 3-D designs that pop off the surface.  Available across many sports.  Free personalization included.,"3D Medals, 3-D Medals",1,0
category,298,1,222CBE39-58AE-4CDE-9F5C-D3FAE18E82F8,Starburst Trophies,starburst-trophies,,,Starburst Trophies,Starburts Resin Trophies fetaure star trophies with exploding sports balls and include free personalization.,"Starburst Trophies, Starburst Resin Trophies",1,1
category,299,0,B8B19E06-BAFB-4FF3-8289-FED3DC996A41,T-Shirts,t-shirts,,,Custom T-Shirts | T Shirt Printing,Custom T-Shirt Awards.  Design your own custom t-shirts to use as an award.  A great small quantity item to recognize your recipients.,"Custom T-Shirts, T Shirt Printing",12,0
category,300,3,53EB95B7-7362-4BC9-A175-FC3E96A90619,Color Series Plaques,color-series-plaques,,,Color Series Plaques,"Color Series Plaques. Beautiful, vibrant, colored plaques available across most sports. Customize for your team. Free personalization. Rush Service.",Color Series Plaques,1,0
category,301,1,D134143F-8881-4FCE-8C19-7CF82E1D29D2,Acrylic Awards,acrylic-awards,,,Acrylic Awards | Acrylic Trophies,"Acrylic Awards and Acrylic Trophies in all shapes and sizes with your logo and text.  We create beautiful awards to recognize the ""winners"" in your organization.","Acrylic Awards, Acrylic Trophies",1,1
category,302,1,AEE0E58A-F9C8-4C25-A222-D6C5B49A2D9A,Comet Resin Series Trophies,comet-resin-series-trophies,,,Comet Resin Series Trophies,,Comet Resin Series Trophies,1,0
category,305,2,1707C692-C756-4406-8877-713B4AE08A39,Star Medals,star-medals,"<span style=""font-size: 18px; color: #ff0000;""><strong>STAR MEDALS ARE BEING CLOSED OUT SO QUANTITIES ARE LIMITED<br />
</strong></span><br />
Please take a look at our&nbsp;<a href=""https://www.trophypartner.com/c-400-wreath-medals.aspx"" title=""Wreath Medal Series"">wreath medal series</a>&nbsp;for alternatives.",,Star Medals,"Star Medals feature die cast medals that are 2"" in diameter and available in gold, sivler, and bronze varieties.  ",Star Medals,1,1
category,307,1,B9DDED3B-19D2-44BB-933A-ED412DA5E5CF,Triumph Series Trophies,triumph-series-trophies,,,Triumph Trophies,Triumph Trophies feature a star riser with your choice of mylar insert to cover a wide range of sports and activities.,Triumph Trophies,1,0
category,308,1,9F111224-3636-4710-B7C9-77E865799ABD,Resin Sport Ball Trophies,resin-sport-ball-trophies,,,Resin Sport Ball Trophies,,"Resin Sport Ball Trophies, Resin Ball Trophies",1,0
category,309,183,5BB6334D-D0FA-43E4-AF1A-6817AE3D9F32,Sports Themed Picture Frames,sports-themed-picture-frames,,,Sports Themed Picture Frames,Sports Themed Picture Frames feature exciting picture frame designs for most major sports.  Free personalization is included.,Sports Themed Picture Frames,1,1
category,310,2,3B05B4DF-896B-46C0-A438-A60BD11A1115,Diamond Cut Medals,diamond-cut-medals,"<span style=""font-size: 18px; color: #ff0000;""><strong>DIAMOND CUT MEDALS ARE BEING CLOSED OUT SO QUANTITIES ARE LIMITED<br />
</strong></span><br />
Please take a look at our <a href=""https://www.trophypartner.com/c-400-wreath-medals.aspx"" title=""Wreath Medal Series"">wreath medal series</a> for alternatives.",,Diamond Cut Medals,"Diamond Cut Medals feature a stylish look at an affordable price.  This unique 2"" medal includes free personalization across the back and is available across many sports & events.",Diamond Cut Medals,1,1
category,311,1,F896545E-71D4-4D6C-8244-1722D286CDB5,Star Power Trophies,star-power-trophies,,,Star Power Trophies,Star Power Trophies are made of resin and cover a wide range of sports.,"Star Power Trophies, Star Sports Trophies",1,1
category,313,3,72167A68-D254-42C4-A2FC-564AD617C3A5,Teamwork Plaques,teamwork-plaques,,,Teamwork Plaques,Teamwork Plaques are available in either a gold or silver finish and make a great award to recognize a group effort.  We include for your text for free.,Teamwork Plaques,1,1
category,314,2,69D18B0A-7AE4-4310-91FC-BF8733771BCB,M3XL Medals,m3xl-medals,,,M3XL Medals,"M3XL Medals feature a unqiue blend of metal and enamel color and are available in a host of sports and events.  These large medals come in a 2.75"" size.",M3XL Medals,1,0
category,315,5,CF4968F8-F569-45B4-A7E2-56ABA33EA8D9,Custom Acrylic Awards,custom-acrylic-awards,"Create your own custom acrylic awards and lucite trophies based on your logo in any size, shape and budget.&nbsp; Our custom acrylic trophies are built around your logo and are perfect for corporate recognition programs, service awards, or to mark a special event. The possibilities are endless.&nbsp; View our <a href=""https://www.trophypartner.com/c-396-custom-awards-inspiration-gallery.aspx"" title=""Custom Awards Inspiration Gallery"">custom awards inspiration gallery </a>for more ideas on how to create your perfect recognition award.<br />
<br />
We provide free design work.&nbsp; Simply email us your logo along with some
basic information and let one of our artists go to work.&nbsp; Within 2-3
business days we will provide 2-3 concepts for you to review.&nbsp; Tweak the
designs until we have created the perfect trophy for you.&nbsp; <br />
<br />
Our process usually takes 3-4 weeks to complete: one week for design,
two weeks for production, and one week for shipping.&nbsp; If you are in a
hurry, we still may be able to help.&nbsp; Let us know.<br />
<br />
Not sure you can afford something custom? &nbsp;Most likely you can.&nbsp; Check out our custom acrylic awards pricing guidelines sheet below to see how much a typical design will cost or email us your budget and we will let you know what we can make within your price range. &nbsp;A $400 minimum purchase is required.
Take a look at our video to see what we have done for other customers.<br />
<br />
Request your free custom award design by filling out our custom <a href=""http://www.trophypartner.com/t-CustomAwards.aspx"">design request form</a> on our custom awards page or <a href=""mailto:info@trophypartner.com"">email us</a> with the following information:<br />
1) <a title=""Custom Trophy Pricing Guidelines"" href=""/images/custom_acrylic_flyer.jpg"" target=""custom_acrylic_flyer"">Provide desired design group</a><br />
2) Provide budget per piece or budget range<br />
3) Provide number of pieces needed<br />
4) Provide date needed<br />
5) Provide required colors or design elements<br />
6) Provide size requirements (height/width)<br />
7) Provide your logo in a high resolution format (.eps or .ai) and a sketch or description of what you want<br />
<br />
<div class=""row"">
<div class=""col-md-6 custom-videos"">
<h2>Create your own custom acrylic trophies</h2>
<figure class=""embedded-video  embed-responsive embed-responsive-16by9"">
<span><iframe src=""//www.youtube-nocookie.com/embed/4nncqxhAs8s?rel=0&amp;showinfo=0"" class=""embed-responsive-item""></iframe></span>
</figure>
</div>
<div class=""col-md-6 custom-videos"">
<h2>Custom Acrylic Awards Price Guidelines &amp; Design Styles</h2>
<a href=""/images/custom_acrylic_flyer.jpg"" target=""custom_acrylic_flyer"" style=""display: block; padding: 0px 20%;"">
<img alt="""" src=""/images/custom_acrylic_flyer.jpg"" class=""img-responsive center-block"" />
</a>
</div>
</div>",,Custom Acrylic Awards  | Custom Shaped Trophies | TrophyPartner.com,Create your own custom acrylic awards and trophies cut in any shape or size. We take your logo and provide free design service and fast turnaround for a very unique recognition award,"Custom Acrylic Awards, Create Your Own Custom Trophy, Custom Awards, Custom Trophies, Custom corporate awards, custom logocut trophies, custom logo trophies, custom business trophies, custom cut acrylic awards, custom cut acrylic awards, custom shaped awards, custom cut awards",1,1
category,318,1,0DB926A5-41BE-421C-91E3-5C7B8E3E3792,3D Star Resin Trophies,3d-star-resin-trophies,,,3D Star Resin Trophies,3D Star Trophies feature an economical yet distinctive design.  Available throughout many sports and events these trophies are sure to please.  Made of resin.,"3D Star Resin Trophies, 3D Trophies",1,1
category,320,1,00792ABD-C561-4C9E-AA78-FA93EB68C0E6,Custom Trophies,custom-trophies,,,Custom Trophies,Create a custom trophy for your organization or group to honor your award receipients.  Our custom trophies can feature your logo or design and are availabe in any price point or quantity.,"Custom Trophies, Custom Logo Trophy, Custom Awards, create your own trophy, create a trophy",1,1
category,322,1,6F94DB98-22B8-4C00-B485-C09A37DD69F2,Running Star Trophies,running-star-trophies,,,Running Star Trophies,Running Star Trophies feature sports figures in action.  Available in 2 sizes these trophies are perfect for the star performer on your team.  Available across all sports.,Running Star Trophies,1,1
category,323,1,5305E72B-A138-4C5F-B69C-448922B4A09E,Sports Motion Trophies,sports-motion-trophies,,,Sports Motion Trophies,Sports Motion Trophies features exciting sports design for most major sports.  These trophies include a colorful riser and fluid sports motion figure.  Free text included.,Sports Motion Trophies,1,1
category,325,1,8C8A06E6-F220-48AD-BCD2-835D0F3E5F46,Victory Series Trophies,victory-series-trophies,,,Victory Series Trophies,"Victory Series Trophies are available in most sports. Available in 3 sizes so they are great for 1st, 2nd, and 3rd place trophies.  Made of resin.","Victory Series Trophies, Victory Resin Trophies",1,0
category,326,1,689C331A-E625-4809-9DA7-417B29DD4A60,Legends of Fame Trophies,legends-of-fame-trophies,,,Legends of Fame Trophies,Legends of Fame Trophies feature innovative designs for sports stars across various sports and activities.  Each award can sit on a table with included stand or hang on the wall.,Legends of Fame Trophies,1,1
category,327,3,36B7CD7D-19F6-4AB4-8F8E-A2CBD4610A33,Legends of Fame Plaques,legends-of-fame-plaques,,,Legends of Fame Plaques,Legends of Fame Plaques feature innovative designs for sports stars across various sports and activities.  Each award can sit on a table with included stand or hang on the wall.,Legends of Fame Plaques,1,1
category,329,1,56FF474F-AC47-49B4-98CA-C4CF0AD42194,Star Figure Trophies,star-figure-trophies,,,Star Figure Trophies,"Star Trophies are priced to meet any budget. Our star figure awards showcase star figures on round regal bases.  These trophies are available in 8.25"" size.  Figure is plastic and base a weighted plastic base.","Star Trophies, Star Trophy, Star Figure Trophies",1,1
category,330,2,410E717E-0AEC-4029-AE24-7272A292E5CC,Super Star Medals,super-star-medals,"<span style=""font-size: 18px; color: #ff0000;""><strong>SUPER STAR MEDALS ARE BEING CLOSED OUT SO QUANTITIES ARE LIMITED<br />
</strong></span><br />
Please take a look at our&nbsp;<a href=""https://www.trophypartner.com/c-400-wreath-medals.aspx"" title=""Wreath Medal Series"">wreath medal series</a>&nbsp;for alternatives.",,Super Star Medals,Super Star Medals feature a unqiue star design and are available in a variety of sports and activites.  A great recognition award.,"Super Star Medals, Star Medals",1,1
category,331,1,221A4C44-7AC1-46D7-AC49-D78A98926394,Fantasy Trophies,fantasy-trophies,,,"Fantasy Trophies, Fantasy Sports Trophies","Fantasy Sports Trophies for Fantasy Football, Fantasy Baseball, Fantasy Racing, and Fantasy Basketball.  Fantasy trophies for winners and losers.","Fantasy Trophies, Fantasy Sports Trophies",1,1
category,332,5,C206011E-C960-4B08-93DC-08C16BB10E07,Clocks,clocks,,,"Clock Awards, Clock Trophies",Clock Awards and Clock Trophies including desk sets make a perfect and functional corporate award that is perfect for any recognition event.,"Clock Awards, Clock Trophies",1,1
category,333,0,75B46943-6DEB-4792-9803-070CD80D36C3,Clocks,clocks,,,"Clock Trophies, Clock Awards",Clock Trophies & Clock Awards have functionality. Desk Clocks and Mantel Clocks have both functionality and show appreciation as an award. Give the gift of practical functionality.,"Clock Trophies, Clock Awards",22,1
category,334,1,7BB2BA00-35F2-4BFD-A098-BBE1ADA7C9C2,Power Resin Trophies,power-resin-trophies,,,Power Resin Trophies,Power Resin Trophies feature sleek modern designs that show an athlete in action.  Available in multiple sizes these impressive awards are perfect for your recognition event.,Power Resin Trophies,1,1
category,336,1,4BE20E8A-308A-4987-A639-C0DB155C608C,Large Resin Series Trophies,large-resin-series-trophies,,,Large Resin Series Trophies,Large Resin Series Trophies are available across multiple sports and make a real statement.  Great as MVP or retirment gifts. ,Large Resin Series Trophies,1,1
category,337,1,0695F154-8D9E-4FDF-BFB6-56E98A1EB35E,Spiral Trophies,spiral-trophies,,,Spiral Series Trophies,"Spiral Series Trophies are available across a number of  different sports including football, basketball, and soccer.  These resin trophies are available in multiple sizes maiking them perfect for 1st, 2nd, and 3rd place awards.",Spiral Series Trophies,1,1
category,338,1,7FDF7C23-58BB-455D-8629-004721F41336,Saturn Resin Series Trophies,saturn-resin-series-trophies,,,Saturn Resin Series Trophies,Saturn Trophies feature an economical yet great way to recognize an individual performance.  Available across many sports and activities.  Made of resin.,Saturn Resin Series Trophies,1,0
category,339,1,845C1ED0-D49C-48C1-A89B-095D93B2D4DD,Ultra Action Sports Resin Trophies,ultra-action-sports-resin-trophies,,,Ultra Action Sports Resin Trophies,Ultra Action Sports Resin Trophies cover a wide range of sports. Trophies feature athletes in action at their favorite sports.,Ultra Action Sports Resin Trophies,1,0
category,341,2,B3F728DA-2AE1-42A3-9BA7-2790F134738A,Burst Medals,burst-medals,"<span style=""font-size: 18px; color: #ff0000;""><strong></strong></span><span style=""font-size: 18px; color: #ff0000;""><strong>BURST MEDALS ARE BEING CLOSED OUT SO QUANTITIES ARE LIMITED<br />
</strong></span><br />
Please take a look at our&nbsp;<a href=""https://www.trophypartner.com/c-400-wreath-medals.aspx"" title=""Wreath Medal Series"">wreath medal series</a>&nbsp;for alternatives.",,Burst Medals,Burst Medals feature innovative designs and include most sports and activities.  These award medals are perfect for any award occassion.,Burst Medals,1,1
category,342,1,79E529F0-2C34-4766-A406-34B3328EB6B1,Tempest Resin Trophies,tempest-resin-trophies,,,Tempest Resin Trophies,Tempest Resin Trophies feature a sports ball and stars on top of a pedestal.  This award covers a wide range of sports and is perfect for tournaments.,Tempest Resin Trophies,1,0
category,343,1,371BC73A-1586-472E-87D6-CC2BFC65A71C,Shadow Sport Resin Trophies,shadow-sport-resin-trophies,,,Shadow Sport Resin Trophies,Shadow Sport Resin Trophies feature a sport ball wiht the silhouette of a player in the center.  These unique awards are perfect for any sports star.,Shadow Sport Resin Trophies,1,1
category,344,2,B5628EA5-5517-4F83-932A-762C476D6A17,Mega Medals,mega-medals,"<span style=""font-size: 18px; color: #ff0000;""><strong>MEGA MEDALS ARE BEING CLOSED OUT SO QUANTITIES ARE LIMITED<br />
</strong></span><br />
Please take a look at our&nbsp;<a href=""https://www.trophypartner.com/c-400-wreath-medals.aspx"" title=""Wreath Medal Series"">wreath medal series</a>&nbsp;for alternatives.",,Mega Medals,"2.25"" Mega Medals are perfect as participation/recognition medals. Mega Medals come attached to your choice of a 30"" ribbon and cover a wide rang eof sports. Also available in gold, silver, and bronze finishes.",Mega Medals,1,1
category,345,1,067BD14C-E7A7-4157-99A7-2A3EDDAF6CF5,Awareness Ribbon Awards,awareness-ribbon-awards,,,Awareness Ribbons Awards | Cancer Awareness Trophies | Support Ribbon Awards | Awareness Ribbon Trophy,"Awareness cause trophies for cancer, support, and recognition.  Many groups have adopted ribbons as symbols of support or awareness, and as a result, many causes often share each color. We carry a full line of awards to recognize most causes. ","Awareness Ribbons Awards, Cancer Awareness Trophies, Support Ribbon Awards, Awareness Ribbon Trophy",1,1
category,346,1,3B5793BF-CF93-4990-8A12-7D6EEC9EE964,Junior Star Resin Trophies,junior-star-resin-trophies,,,Junior Star Resin Trophies,Junior Star Resin Trophies feature junior sports players in action. Available in all major sports.,"Junior Star Resin Trophies, trophies for kids",1,0
category,348,1,4A9AADA1-7001-4C3C-A8F8-2BEB8557ABDE,Sport Cup Resin Trophies,sport-cup-resin-trophies,,,Sport Cup Resin Trophies,Sport Cup Resin Trophies are economical awards with an antique gold finish.,Sport Cup Resin Trophies,1,0
category,349,3,19FED867-692E-4B53-BB3A-73E3244CD3AF,Awareness Ribbon Plaques,awareness-ribbon-plaques,,,Awareness Ribbon Plaques,Awareness Ribbon Plaques feature an awareness ribbon on a black or cherry finish wood plaque. Available in your choice of three sizes.,"Awareness Ribbon Plaques, Cancer Awareness Plaques, Support Ribbon Plaques, Awareness Ribbon Awards",1,1
category,350,0,CD10304A-4885-4D28-8E21-3B2D1EF9ACCE,Custom Champion Award Belts,custom-champion-award-belts,"Create Your Own Custom Champion Award Belts. &nbsp;These lavish championship belts
are perfect to recognize winners of anything you can dream of.&nbsp; Our custom award belt has endless possibilities for creating a truly unique award that will be a showstopper.&nbsp; <br />
<br />
We offer award belts in three different sizes: large with four areas of customization, a smaller belt with three areas of customization, or a kids award belt perfect for smaller sizes. &nbsp;Each custom belt is made of quality heavyweight metal plates combined with expertly tooled leather and jewelry quality plating and makes one big bad unforgettable award for a Big Winner.<br />
<br />
Previously reserved for just professional boxers and wrestlers these belts are now available to all champions due to our quality pricing.<br />
<br />
Create your own unique champion belt by <a href=""mailto:info@trophypartner.com"" title=""email us"">emailing us</a> with the artwork,&nbsp;budget and details of your event and let us come up with something that you will be proud to present to the recipients of your event.&nbsp; It's quick and easy. &nbsp;",,Custom Champion Award Belts,Custom Champion Award Belts are the perfect  way to make your own unforgettable custom award. These custom belts represent the ultimate in recognition and are sure to make a statement.,"Custom Champion Award Belts, Custom Award Belts, Custom Champion Belts, Custom Recognition Belts, Custom Wrestling Belts",23,1
category,351,1,6341C482-9956-4884-AFB3-5408E5346554,Champion Award Belts,champion-award-belts,,,Champion Award Belts,Champion Award Belts,"Champion Award Belts, Award Belts, Champion Belts, Leather Belts",1,1
category,352,5,337A9AA6-6AB0-4F8D-918A-7A595A7F4C12,Champion Award Belts,champion-award-belts,"Champion Award Belts are a new and unique way for corporations to recognize their top sales performers, high dollar earners or profits achievers. &nbsp;These champion belts can be customized to meet your individual needs to recognize your corporate winners.<br />
<br />
TrophyPartner.com is the crowned king of the ring when it comes to champion belts and we know from experience the joy the recipient feels when they are recognized with one of these unique awards.",,Champion Award Belts,"Champion Award Belts are a new & unique way to recognize top sales performers, high dollar earners or profits achievers.  These can be customized to meet your individual needs to recognize your corporate champions.","Champion Award Belts, Award Belts, Champion Belts",1,1
category,353,177,CCA0CAF0-2D51-4423-B414-3813DA6B055F,Quick Ship Crystal Awards,quick-ship-crystal-awards,,,Quick Ship Crystal Awards,,"Crystal Awards, Crystal Trophies, Quick Ship Crystal Awards",1,1
category,354,177,707B0ACB-B4CB-4D22-B8B6-F6358135D175,Goal-Setter Crystal Awards,goal-setter-crystal-awards,"<p></p>
<iframe width=""560"" height=""315"" frameborder=""0"" src=""//www.youtube.com/embed/qUfibwHBDhU?rel=0""></iframe><br />
<br />
",,Goal-Setter Crystal Perpetual Awards,"Goal-Setter Awards are beautiful perpetual crystal awards that are perfect for employee service awards or can be used to recognize an annual winner.  These unique perpetual awards come with color blocks to indicate years of service, sales goals, or individual employees.","Goal-Setter Crystal Awards, Perpetual Crystal Awards, Goal-Setter Crystal Perpetual Awards",1,1
category,355,177,E78E4B38-1DC6-4F9B-9B4D-BBD14C53B0F6,Sport Crystal Awards,sport-crystal-awards,,,Sport Crystal Awards,,"Crystal Awards, Sport Crystal Awards, Crystal Sport Trophies",1,1
category,356,177,646FD389-E393-4DB1-93AD-A9FDD4A7AE5C,Bowl & Vases Crystal Awards,bowl-vases-crystal-awards,,,Bowl & Vases Crystal Awards,,"Crystal Awards, Bowl & Vases Crystal Awards, Crystal Bowls, Crystal Vases",1,1
category,357,177,89D49F9A-F9DB-40CF-9605-5DC59EE05A2F,Trophy Cup Crystal Awards,trophy-cup-crystal-awards,,,Trophy Cups Crystal Awards,,"Crystal Awards, Crystal Trophy Cups, Trophy Cups Crystal Awards",1,1
category,358,177,123EC5E1-754D-498B-A655-92A3CFF2A90E,Star Crystal Awards,star-crystal-awards,,,Star Crystal Awards,,"Crystal Awards, Crystal Star Awards, Star Crystal Trophies",1,1
category,359,177,98956DB4-0048-4D40-A9B7-1C65C32AC333,Globe Crystal Awards,globe-crystal-awards,,,Globe Crystal Awards,,"Crystal Awards, Globe Crystal Trophies, Crystal Globe Awards",1,1
category,360,177,BA064E8D-0AEC-4BDF-9DEF-8A71B0EAC5FA,Teamwork Crystal Awards,teamwork-crystal-awards,,,Teamwork Crystal Awards,,"Crystal Awards, Teamwork Crystal Trophies, Teamwork Awards",1,1
category,361,177,B97CB160-8D38-441A-A98A-116F79607505,Eagle Crystal Awards,eagle-crystal-awards,,,Eagle Crystal Awards,,"Eagle Crystal Awards, Crystal Awards, Engraved Crystal Awards, Patriotic Awards",1,1
category,362,177,6EAFD8B3-BD2A-43F7-94CF-7D5FE7A12237,Jade Crystal Awards,jade-crystal-awards,,,Jade Crystal Awards,,"Jade Crystal Awards, Crystal Trophies, Engraved Crystal Awards",1,1
category,363,177,C1419544-6321-4DDF-B03A-AAFD9B785C14,Engraved Crystal Awards,engraved-crystal-awards,,,Pristine Crystal Awards,,"Pristine Crystal Awards, Crystal Trophies, Engraved Crystal Awards",1,1
category,364,177,3AF1C4DA-C2E0-47A7-BB7E-5FC4D6DEF457,Sculpted Glass Crystal Awards,sculpted-glass-crystal-awards,,,Sculpted Glass Crystal Awards,Sculpted Glass Awards feature unique designs at value pricing and make the perfect award to recognize achievement.,"Sculpted Glass Crystal Awards, Crystal Awards, Glass Crystal Trophies",1,1
category,365,177,3C3A263A-8CB5-411A-8C27-329FF0CDABF2,Distinctive Gift Crystal Awards,distinctive-gift-crystal-awards,,,Distinctive Gift Crystal Awards,,Distinctive Gift Crystal Awards,1,1
